"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774403165552779625","Sun Mar 31 23:42:04 +0000 2024","0","@txtdrpemerintah rokok legal mahal? ya pindah ke rokok ilegal. berantas rokok ilegal butuh berapa lama? lu cari tengah²nya lah hey mas pemerintah cara edukasi soal bahaya rokok aja kalian jelek bgt -_-","1774582967823974432","","20686notes","in","Tangerang, Indonesia","0","0","0","https://x.com/20686notes/status/1774582967823974432","1352643811030102019","20686notes"
"1774366076832555399","Sun Mar 31 23:33:44 +0000 2024","3","Sejujurnya gw cuma ngisi waktu luang aja.. dan emang ini akun pribadi makanya isinya nano nano. Belum niatin full jadi akun edukasi. Selain ngisi waktu luang ya mempertajam ilmu aja sih.. kadang kalo kita share itu ilmunya lebih lengket https://t.co/ZvNnxTUDTb","1774580870550335888","https://pbs.twimg.com/media/GKCT5dFaUAACqdm.jpg","as_sulthoni","in","Indonesia","0","0","0","https://x.com/as_sulthoni/status/1774580870550335888","1526640801270231040","as_sulthoni"
"1774577114903441629","Sun Mar 31 23:18:48 +0000 2024","0","Konten kreator yang katanya ngomongin edukasi/pendidikan ish jgn gmpng dipercaya. 1% ilmu 99% opini cuap² gak jelas","1774577114903441629","","","in","Surabaya","0","0","0","https://x.com/miftah_force/status/1774577114903441629","770602400","miftah_force"
"1774571795284463848","Sun Mar 31 22:57:44 +0000 2024","0","(Gw jg gk menjustifikasi pilihan satunya bagus) intinya mah karena tetep harus dipilih walau gk ad yg bagus saat itu.. semua perkara ini terjadi karena minimnya edukasi jadinya kayak domino effect hal2 di atas antara bisa membantu menguatkan bukti2 ataupun balik kembali ","1774571810564260282","","predicatment","in","maap agak sibuk ges","0","1","0","https://x.com/predicatment/status/1774571810564260282","1740329033148358656","predicatment"
"1774357860631404836","Sun Mar 31 22:53:35 +0000 2024","0","@piyopikavet Terimakasih banyak edukasi nya pak","1774570768145514695","","piyopikavet","in","バンジャーマシン","0","0","0","https://x.com/samyangnyaqamu/status/1774570768145514695","1385848355104776195","samyangnyaqamu"
"1774570423629513178","Sun Mar 31 22:52:13 +0000 2024","0","Pintu Menuju Turki Terbuka! Mahasiswa dan Pemuda Aceh raih Beasiswa Kursus Bahasa Turki GRATIS dari Sahabat Mualem dan Ekselensia Edukasi. Daftar sekarang: https://t.co/2jzx85aKHA #sahabatmualem #aceh #mualem #muzakirmanaf https://t.co/72ic0yUiRp","1774570423629513178","https://pbs.twimg.com/media/GKCKY6jagAA1Du-.jpg","","in","Aceh","0","0","0","https://x.com/Sahabat_Mualem/status/1774570423629513178","271804885","Sahabat_Mualem"
"1774185059043709200","Sun Mar 31 22:48:18 +0000 2024","0","@arslankucing @Bellanuraa @apralzolam Aku berulang kali edukasi sekeliling ku ttg ini. Tp pada percaya luka bakar kasiin mentega/minyak sekalian aja di tepungin biar jd adonan kue ","1774569439729775045","","arslankucing","in","Thailand","0","0","0","https://x.com/mengsimeow/status/1774569439729775045","163127323","mengsimeow"
"1774565545855316132","Sun Mar 31 22:32:50 +0000 2024","0","edukasi otomotif hanya kedok...","1774565545855316132","","","in","","0","0","0","https://x.com/bacasatuuu/status/1774565545855316132","1294432921361629184","bacasatuuu"
"1774336919209660598","Sun Mar 31 22:20:38 +0000 2024","0","@bebek_NKRI_2 Menteri online biar anak belajar game lebih baik game lewat edukasi ke pramukaan disitulah wadah untuk bisa bersosialisasi tentang ketrampilan wawasan Nusantara dan cara hidup mandiri","1774562476497248626","","bebek_NKRI_2","in","","0","0","0","https://x.com/DMargono72/status/1774562476497248626","1626948571756118016","DMargono72"
"1774558605381095861","Sun Mar 31 22:10:44 +0000 2024","0","Kalo sampe ada yang komentar 'kok nggak segendut kakaknya' akan kucecar nanti sama edukasi laktasi sampe mabok","1774559982085968075","","tsorayadina","in","","0","1","0","https://x.com/tsorayadina/status/1774559982085968075","386509214","tsorayadina"
